number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000539,Resolved,TRUE,1,0,8,TRUE,Caller 4414,Opened by  131,29-02-2016 10:39,Created by 62,29-02-2016 10:52,Updated by 804,02-03-2016 13:01,Phone,Location 51,Category 32,Subcategory 9,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 184,02-03-2016 13:01,02-03-2016 13:02
INC0000540,Closed,FALSE,1,0,9,TRUE,Caller 4414,Opened by  131,29-02-2016 10:39,Created by 62,29-02-2016 10:52,Updated by 804,02-03-2016 13:02,Phone,Location 51,Category 32,Subcategory 9,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 1,Resolved by 184,02-03-2016 13:01,02-03-2016 13:02
INC0000541,New,TRUE,0,0,0,TRUE,Caller 786,Opened by  501,29-02-2016 10:40,Created by 216,29-02-2016 10:44,Updated by 915,29-02-2016 10:44,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 208,02-03-2016 15:07,07-03-2016 16:00
INC0000542,Resolved,TRUE,0,0,1,TRUE,Caller 786,Opened by  501,29-02-2016 10:40,Created by 216,29-02-2016 10:44,Updated by 874,02-03-2016 15:07,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 208,02-03-2016 15:07,07-03-2016 16:00
INC0000543,Closed,FALSE,0,0,2,TRUE,Caller 786,Opened by  501,29-02-2016 10:40,Created by 216,29-02-2016 10:44,Updated by 908,07-03-2016 16:00,Phone,Location 93,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 208,02-03-2016 15:07,07-03-2016 16:00
INC0000544,New,TRUE,0,0,0,TRUE,Caller 1245,Opened by  180,29-02-2016 10:45,?,?,Updated by 908,29-02-2016 10:45,Phone,Location 54,Category 20,Subcategory 103,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29-02-2016 11:55,05-03-2016 12:00
INC0000545,New,TRUE,0,0,1,TRUE,Caller 1245,Opened by  180,29-02-2016 10:45,?,?,Updated by 60,29-02-2016 11:07,Phone,Location 54,Category 20,Subcategory 103,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29-02-2016 11:55,05-03-2016 12:00
INC0000546,Resolved,TRUE,0,0,2,TRUE,Caller 1245,Opened by  180,29-02-2016 10:45,?,?,Updated by 60,29-02-2016 11:55,Phone,Location 54,Category 20,Subcategory 103,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29-02-2016 11:55,05-03-2016 12:00
INC0000547,Closed,FALSE,0,0,3,TRUE,Caller 1245,Opened by  180,29-02-2016 10:45,?,?,Updated by 908,05-03-2016 12:00,Phone,Location 54,Category 20,Subcategory 103,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 15,29-02-2016 11:55,05-03-2016 12:00
INC0000548,Active,TRUE,0,0,0,TRUE,Caller 364,Opened by  40,29-02-2016 10:46,Created by 20,29-02-2016 10:57,Updated by 88,29-02-2016 10:57,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 215,02-03-2016 09:20,07-03-2016 10:00
INC0000549,Resolved,TRUE,0,0,1,TRUE,Caller 364,Opened by  40,29-02-2016 10:46,Created by 20,29-02-2016 10:57,Updated by 928,02-03-2016 09:20,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 215,02-03-2016 09:20,07-03-2016 10:00
INC0000550,Closed,FALSE,0,0,2,TRUE,Caller 364,Opened by  40,29-02-2016 10:46,Created by 20,29-02-2016 10:57,Updated by 908,07-03-2016 10:00,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 215,02-03-2016 09:20,07-03-2016 10:00
INC0000551,New,TRUE,0,0,0,TRUE,Caller 1590,Opened by  131,29-02-2016 10:58,?,?,Updated by 908,29-02-2016 10:58,Phone,Location 143,Category 45,Subcategory 200,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 66,29-02-2016 11:02,05-03-2016 12:00
INC0000552,Resolved,TRUE,0,0,1,TRUE,Caller 1590,Opened by  131,29-02-2016 10:58,?,?,Updated by 265,29-02-2016 11:02,Phone,Location 143,Category 45,Subcategory 200,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 66,29-02-2016 11:02,05-03-2016 12:00
INC0000553,Closed,FALSE,0,0,2,TRUE,Caller 1590,Opened by  131,29-02-2016 10:58,?,?,Updated by 908,05-03-2016 12:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 66,29-02-2016 11:02,05-03-2016 12:00
INC0000554,New,TRUE,0,0,0,TRUE,Caller 1452,Opened by  62,29-02-2016 10:59,Created by 33,29-02-2016 11:27,Updated by 133,29-02-2016 11:27,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 83,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 16:03,06-03-2016 17:00
INC0000555,Active,TRUE,0,0,1,TRUE,Caller 1452,Opened by  62,29-02-2016 10:59,Created by 33,29-02-2016 11:27,Updated by 133,29-02-2016 11:27,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 16:03,06-03-2016 17:00
INC0000556,Active,TRUE,1,0,2,TRUE,Caller 1452,Opened by  62,29-02-2016 10:59,Created by 33,29-02-2016 11:27,Updated by 133,01-03-2016 13:15,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 16:03,06-03-2016 17:00
INC0000557,Active,TRUE,1,0,3,TRUE,Caller 1452,Opened by  62,29-02-2016 10:59,Created by 33,29-02-2016 11:27,Updated by 308,01-03-2016 16:01,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 16:03,06-03-2016 17:00
INC0000558,Resolved,TRUE,1,0,4,TRUE,Caller 1452,Opened by  62,29-02-2016 10:59,Created by 33,29-02-2016 11:27,Updated by 308,01-03-2016 16:03,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 16:03,06-03-2016 17:00
INC0000559,Closed,FALSE,1,0,5,TRUE,Caller 1452,Opened by  62,29-02-2016 10:59,Created by 33,29-02-2016 11:27,Updated by 908,06-03-2016 17:00,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 76,01-03-2016 16:03,06-03-2016 17:00
INC0000560,New,TRUE,0,0,0,TRUE,Caller 4323,Opened by  180,29-02-2016 10:59,?,?,Updated by 908,29-02-2016 10:59,Phone,Location 93,Category 42,Subcategory 224,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 11:11,05-03-2016 12:00
INC0000561,Resolved,TRUE,0,0,1,TRUE,Caller 4323,Opened by  180,29-02-2016 10:59,?,?,Updated by 340,29-02-2016 11:11,Phone,Location 93,Category 42,Subcategory 224,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 11:11,05-03-2016 12:00
INC0000562,Closed,FALSE,0,0,2,TRUE,Caller 4323,Opened by  180,29-02-2016 10:59,?,?,Updated by 908,05-03-2016 12:00,Phone,Location 93,Category 42,Subcategory 224,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29-02-2016 11:11,05-03-2016 12:00
INC0000563,Active,TRUE,0,0,0,TRUE,Caller 952,Opened by  40,29-02-2016 11:00,Created by 20,29-02-2016 11:04,Updated by 88,29-02-2016 11:04,Phone,Location 136,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 10,Resolved by 208,02-03-2016 15:15,07-03-2016 16:00
INC0000564,Active,TRUE,0,0,1,TRUE,Caller 952,Opened by  40,29-02-2016 11:00,Created by 20,29-02-2016 11:04,Updated by 88,29-02-2016 11:07,Phone,Location 136,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 10,Resolved by 208,02-03-2016 15:15,07-03-2016 16:00
INC0000565,Resolved,TRUE,0,0,2,TRUE,Caller 952,Opened by  40,29-02-2016 11:00,Created by 20,29-02-2016 11:04,Updated by 874,02-03-2016 15:15,Phone,Location 136,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 10,Resolved by 208,02-03-2016 15:15,07-03-2016 16:00
INC0000566,Closed,FALSE,0,0,3,TRUE,Caller 952,Opened by  40,29-02-2016 11:00,Created by 20,29-02-2016 11:04,Updated by 908,07-03-2016 16:00,Phone,Location 136,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 10,Resolved by 208,02-03-2016 15:15,07-03-2016 16:00
INC0000567,New,TRUE,0,0,0,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 265,29-02-2016 11:17,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000568,New,TRUE,1,0,2,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 750,29-02-2016 11:51,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000569,New,TRUE,2,0,5,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 402,07-03-2016 08:52,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 67,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000570,New,TRUE,3,0,6,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 695,07-03-2016 09:50,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000571,Active,TRUE,3,0,7,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,07-03-2016 14:35,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000572,Active,TRUE,3,0,8,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,07-03-2016 15:04,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000573,Awaiting User Info,TRUE,3,0,9,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,07-03-2016 15:04,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000574,Awaiting User Info,TRUE,3,0,10,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,08-03-2016 13:45,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000575,Active,TRUE,3,0,11,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,09-03-2016 08:12,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000576,Active,TRUE,3,0,12,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,09-03-2016 08:19,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000577,Active,TRUE,3,0,14,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,09-03-2016 08:24,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000578,Active,TRUE,4,0,15,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,09-03-2016 08:24,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000579,Active,TRUE,5,0,16,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 133,09-03-2016 09:18,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000580,Active,TRUE,5,0,17,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 277,09-03-2016 11:46,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000581,Active,TRUE,6,0,18,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 277,09-03-2016 11:46,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000582,Active,TRUE,7,0,20,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 336,14-03-2016 17:03,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000583,Active,TRUE,7,0,21,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,15-03-2016 14:09,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000584,Active,TRUE,7,0,22,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,15-03-2016 17:41,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000585,Awaiting User Info,TRUE,7,0,23,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,15-03-2016 17:41,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000586,Awaiting User Info,TRUE,7,0,26,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,22-03-2016 13:30,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000587,Awaiting User Info,TRUE,7,0,28,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,24-03-2016 17:12,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000588,Active,TRUE,7,0,30,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 370,29-03-2016 11:26,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000589,Awaiting User Info,TRUE,7,0,31,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,29-03-2016 12:57,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000590,Active,TRUE,7,0,32,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,31-03-2016 10:09,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000591,Resolved,TRUE,7,0,33,TRUE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 881,31-03-2016 11:13,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,TRUE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000592,Closed,FALSE,7,0,34,FALSE,Caller 203,Opened by  131,29-02-2016 11:02,Created by 62,29-02-2016 11:17,Updated by 908,05-04-2016 11:59,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,TRUE,Do Not Notify,?,?,?,?,code 9,Resolved by 153,31-03-2016 11:13,05-04-2016 11:59
INC0000593,Resolved,TRUE,0,0,0,TRUE,Caller 4145,Opened by  301,29-02-2016 11:06,?,?,Updated by 908,29-02-2016 11:06,Phone,Location 204,Category 42,Subcategory 106,Symptom 242,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 149,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 133,?,05-03-2016 12:00
INC0000594,Closed,FALSE,0,0,1,TRUE,Caller 4145,Opened by  301,29-02-2016 11:06,?,?,Updated by 908,05-03-2016 12:00,Phone,Location 204,Category 42,Subcategory 106,Symptom 242,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 149,TRUE,FALSE,Do Not Notify,?,?,?,?,code 11,Resolved by 133,?,05-03-2016 12:00
INC0000595,New,TRUE,0,0,0,TRUE,Caller 1878,Opened by  501,29-02-2016 11:13,Created by 216,29-02-2016 11:42,Updated by 915,29-02-2016 11:42,Phone,Location 93,Category 53,Subcategory 168,Symptom 470,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 17,Resolved by 62,29-02-2016 16:43,05-03-2016 17:00
INC0000596,Resolved,TRUE,0,0,1,TRUE,Caller 1878,Opened by  501,29-02-2016 11:13,Created by 216,29-02-2016 11:42,Updated by 241,29-02-2016 16:43,Phone,Location 93,Category 53,Subcategory 168,Symptom 470,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 17,Resolved by 62,29-02-2016 16:43,05-03-2016 17:00
INC0000597,Resolved,TRUE,0,0,2,TRUE,Caller 1878,Opened by  501,29-02-2016 11:13,Created by 216,29-02-2016 11:42,Updated by 241,29-02-2016 16:43,Phone,Location 93,Category 53,Subcategory 168,Symptom 470,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 17,Resolved by 62,29-02-2016 16:43,05-03-2016 17:00
INC0000598,Closed,FALSE,0,0,3,TRUE,Caller 1878,Opened by  501,29-02-2016 11:13,Created by 216,29-02-2016 11:42,Updated by 908,05-03-2016 17:00,Phone,Location 93,Category 53,Subcategory 168,Symptom 470,?,3 - Low,3 - Low,4 - Low,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 17,Resolved by 62,29-02-2016 16:43,05-03-2016 17:00
INC0000599,New,TRUE,0,0,0,TRUE,Caller 3772,Opened by  131,29-02-2016 11:19,?,?,Updated by 908,29-02-2016 11:19,Phone,Location 204,Category 9,Subcategory 164,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 24,29-02-2016 20:15,05-03-2016 21:00
INC0000600,New,TRUE,0,0,1,TRUE,Caller 3772,Opened by  131,29-02-2016 11:19,?,?,Updated by 111,29-02-2016 20:14,Phone,Location 204,Category 9,Subcategory 164,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 24,29-02-2016 20:15,05-03-2016 21:00
INC0000601,New,TRUE,0,0,2,TRUE,Caller 3772,Opened by  131,29-02-2016 11:19,?,?,Updated by 111,29-02-2016 20:15,Phone,Location 204,Category 9,Subcategory 164,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 24,29-02-2016 20:15,05-03-2016 21:00
INC0000602,Resolved,TRUE,0,0,3,TRUE,Caller 3772,Opened by  131,29-02-2016 11:19,?,?,Updated by 111,29-02-2016 20:15,Phone,Location 204,Category 9,Subcategory 164,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 24,29-02-2016 20:15,05-03-2016 21:00
INC0000603,Closed,FALSE,0,0,4,TRUE,Caller 3772,Opened by  131,29-02-2016 11:19,?,?,Updated by 908,05-03-2016 21:00,Phone,Location 204,Category 9,Subcategory 164,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 24,29-02-2016 20:15,05-03-2016 21:00
INC0000604,Active,TRUE,0,0,0,TRUE,Caller 803,Opened by  180,29-02-2016 11:23,?,?,Updated by 908,29-02-2016 11:23,Phone,Location 93,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 94,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,03-03-2016 06:46,08-03-2016 07:00
INC0000605,Active,TRUE,0,0,2,TRUE,Caller 803,Opened by  180,29-02-2016 11:23,?,?,Updated by 88,01-03-2016 10:38,Phone,Location 93,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 94,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 85,03-03-2016 06:46,08-03-2016 07:00
